#objectID mag0 amp ra dec
756197 16.09 0.39 120.575195 48.373753
1239425 16.09 0.35 233.999126 54.971630
826485 16.10 0.48 203.996987 26.704564
766981 16.10 0.30 207.673974 14.306737
1235964 16.10 0.34 238.653208 50.931469
687991 16.10 0.29 203.561160 53.570197
1299416 16.11 0.32 179.523832 21.014726
839422 16.11 0.37 183.097314 21.835217
637878 16.12 0.14 244.000306 4.499143
699245 16.12 0.35 252.894844 32.550249
784980 16.13 0.37 213.547576 32.303890
1248630 16.13 0.31 139.563650 -1.210892
629604 16.13 0.33 256.808356 31.234325
872092 16.14 0.40 191.791933 -10.345825
751870 16.15 0.35 260.431709 34.020937
1256891 16.15 0.38 268.670644 57.621746
1283579 16.15 0.45 137.185751 28.454966
800581 16.16 0.43 225.342843 18.542313
566429 16.16 0.39 187.884533 -3.272768
1241967 16.16 0.36 186.843386 4.215014
734757 16.17 0.24 220.251728 8.816632
732837 16.17 0.20 218.458020 6.265740
779887 16.17 0.43 145.466845 29.984463
733534 16.17 0.43 222.600216 7.166742
636424 16.17 0.32 257.515305 33.585684
802971 16.17 0.42 215.071239 23.967640
590316 16.18 0.41 167.879761 1.699874
696336 16.18 0.36 243.182391 36.943267
852298 16.18 0.37 240.547245 14.046224
772941 16.18 0.38 188.603840 37.220941
835358 16.18 0.34 207.738742 20.437407
844550 16.18 0.35 216.742276 20.842894
835672 16.18 0.35 153.571406 19.357177
853454 16.19 0.40 168.707019 18.069920
683607 16.19 0.40 149.275872 8.660697
1305799 16.19 0.22 199.417887 0.221791
1278009 16.20 0.31 202.026932 8.194740
566569 16.20 0.30 185.985737 -2.891266
624676 16.21 0.45 203.976898 3.745759
662464 16.21 0.23 134.651667 46.161392
838067 16.21 0.33 144.584918 20.566625
618797 16.21 0.36 155.670876 0.996630
1289796 16.21 0.34 199.949515 8.776963
1251926 16.21 0.52 240.323630 48.106138
621496 16.21 0.35 198.463748 5.156238
773468 16.21 0.31 163.692857 35.053596
751145 16.22 0.37 228.374708 30.175039
644568 16.22 0.42 231.714887 5.697328
625157 16.22 0.42 215.641229 3.706653
861543 16.23 0.47 185.764751 4.393829
1293664 16.23 0.30 129.206509 15.933349
830734 16.23 0.37 130.704681 13.376943
1287161 16.24 0.33 235.700250 6.753246
1286988 16.24 0.39 191.257822 8.951342
827965 16.24 0.39 160.652100 25.249656
819443 16.24 0.38 180.708011 30.517042
848293 16.24 0.28 209.421222 17.441140
822282 16.24 0.38 180.308152 31.012668
733628 16.24 0.48 233.178850 5.937178
799666 16.24 0.35 235.764035 18.605817
859983 16.25 0.46 252.094949 51.653676
822993 16.25 0.40 200.494844 25.909033
1276015 16.25 0.33 173.287811 12.635737
1305736 16.25 0.33 191.937883 0.230739
861231 16.25 0.40 190.037368 17.739783
786704 16.25 0.45 218.473988 30.008483
1241237 16.26 0.34 148.941981 4.711549
634838 16.26 0.44 226.941870 -1.603991
859230 16.26 0.36 189.475268 18.295456
824616 16.26 0.33 183.913634 29.511895
835653 16.26 0.30 149.587171 18.589674
734781 16.26 0.35 223.324057 8.359094
859336 16.26 0.32 203.541887 17.554590
724036 16.27 0.42 161.704746 39.334399
603220 16.27 0.39 173.630667 64.565764
1281572 16.27 0.43 203.418063 41.532813
848076 16.27 0.41 178.934445 25.895012
686973 16.27 0.15 183.161063 10.998111
847405 16.27 0.41 236.898693 13.409257
864467 16.27 0.35 135.558824 14.167784
947475 16.27 0.38 164.578996 0.004852
882675 16.27 0.30 211.174279 -12.358116
1235683 16.28 0.31 129.249605 49.703047
565823 16.28 0.31 181.087193 -2.178392
797674 16.29 0.43 247.497928 14.596182
572623 16.29 0.41 126.645520 49.777872
586762 16.29 0.29 177.188048 2.593331
730411 16.29 0.40 232.852690 36.176372
1274478 16.29 0.30 213.279724 10.422421
857207 16.29 0.32 245.472508 9.307063
739723 16.29 0.43 250.732735 21.193248
883148 16.30 0.38 208.999557 -5.254070
611060 16.30 0.32 166.564695 1.855233
739862 16.30 0.41 210.758349 40.491784
859263 16.30 0.34 194.902756 18.183930
586517 16.31 0.21 250.081056 46.656937
874367 16.31 0.41 172.079462 -5.473282
1252539 16.31 0.41 198.010555 61.849328
746583 16.31 0.37 220.091844 13.088539
811733 16.31 0.39 149.425079 27.974171
804092 16.32 0.33 258.123142 40.418000
603834 16.32 0.37 157.801387 3.791369
688332 16.32 0.32 178.045831 55.802351
1309794 16.32 0.15 233.165922 0.666725
643696 16.32 0.18 222.873860 5.620656
1296228 16.32 0.49 251.635608 26.868403
780223 16.33 0.32 141.736487 30.084579
1309551 16.33 0.44 208.521872 0.740297
733511 16.33 0.42 220.073520 7.518971
841454 16.33 0.44 215.101491 19.299648
683572 16.33 0.29 144.458225 8.178184
833917 16.33 0.45 161.464427 22.817157
623884 16.34 0.36 260.164460 30.983509
1273114 16.34 0.46 218.457979 40.880442
618722 16.34 0.38 157.159470 0.517473
790214 16.34 0.39 179.111557 32.902866
854845 16.34 0.30 192.803415 20.286786
687537 16.35 0.24 206.629646 52.152154
1241313 16.35 0.17 166.146938 5.417565
670311 16.35 0.21 138.055884 38.992250
1306726 16.35 0.30 187.946599 -0.884446
557678 16.35 0.25 199.340316 -1.152368
764410 16.35 0.37 145.482163 10.784743
947691 16.36 0.35 165.191584 1.026470
1276121 16.36 0.29 184.226836 12.743761
684200 16.36 0.40 170.779341 10.737162
800166 16.36 0.34 209.188581 26.111386
714781 16.37 0.48 164.457336 11.310726
1309849 16.37 0.24 165.782277 1.141457
854019 16.37 0.16 204.322033 18.241275
798724 16.38 0.17 248.311823 15.182799
691188 16.38 0.39 181.631162 7.772620
750509 16.38 0.26 251.984640 16.359776
733702 16.39 0.32 199.575994 9.334709
1272866 16.39 0.38 222.401165 39.073879
1242397 16.39 0.36 191.474607 4.691277
1272726 16.40 0.49 173.466367 44.961044
800184 16.40 0.46 213.014831 25.351767
833937 16.41 0.24 165.935318 23.363012
775011 16.41 0.38 185.017162 40.690057
672705 16.41 0.32 152.055499 48.806291
1277305 16.41 0.36 204.345001 6.824446
720318 16.41 0.44 139.454477 9.931623
1299635 16.41 0.40 225.323316 19.290097
879927 16.42 0.30 191.212524 -11.175300
731247 16.42 0.32 217.390147 10.192411
1264814 16.42 0.27 181.842227 44.872649
847609 16.42 0.45 146.568081 15.276769
861902 16.42 0.34 136.018743 15.445002
1286596 16.42 0.31 248.712086 21.144858
742356 16.42 0.27 204.375070 14.269411
744630 16.42 0.34 238.766090 29.660755
1241363 16.43 0.33 177.707383 5.597169
702110 16.43 0.43 247.855444 35.081472
706806 16.43 0.31 148.054870 8.691112
689568 16.43 0.40 242.090912 37.458829
633374 16.43 0.39 211.163479 -1.787231
772887 16.43 0.32 198.610378 35.924023
795334 16.43 0.22 213.098361 24.149765
770467 16.44 0.37 134.094467 27.686550
1262629 16.44 0.19 131.125826 28.904722
629679 16.44 0.44 245.459715 45.382838
861369 16.45 0.34 199.082260 17.744002
641542 16.46 0.34 265.127968 52.491937
734824 16.46 0.37 229.854437 7.741224
1302853 16.47 0.33 160.053130 45.456354
585348 16.47 0.39 207.627010 2.199956
1285304 16.47 0.29 249.909310 19.116742
811325 16.47 0.34 135.683198 21.745487
636124 16.47 0.46 256.667686 33.710644
627025 16.48 0.41 258.271120 35.814618
822131 16.48 0.53 189.048662 30.695985
747269 16.49 0.44 226.545665 32.901799
683720 16.50 0.35 164.612742 9.944680
1299196 16.50 0.33 191.677606 20.201530
835781 16.50 0.32 183.172191 22.371284
619748 16.51 0.25 143.752757 -2.330632
733083 16.51 0.34 218.358858 6.990764
682524 16.51 0.45 182.258775 9.765772
835748 16.51 0.37 173.698393 22.038555
785686 16.51 0.17 164.411725 32.556732
780117 16.52 0.40 145.483893 30.993242
1248572 16.52 0.38 152.951565 3.367364
693871 16.52 0.38 245.236760 38.771431
1299404 16.53 0.41 176.845113 21.044693
834649 16.53 0.38 144.656273 16.547714
792864 16.53 0.43 195.021825 29.492382
767001 16.53 0.35 175.590938 15.467942
856772 16.53 0.46 209.674206 16.421736
787369 16.54 0.34 134.877254 24.275966
618948 16.54 0.49 151.457765 -2.958507
773458 16.54 0.28 201.229821 35.391300
607642 16.54 0.41 139.945943 2.178143
633120 16.55 0.30 208.919613 -2.689821
724181 16.55 0.34 141.139015 33.595213
610593 16.55 0.35 136.040176 2.415760
794427 16.56 0.33 235.588073 21.585831
630617 16.56 0.42 258.240085 31.804979
781876 16.56 0.43 170.475378 33.594271
609413 16.56 0.34 166.745562 5.370809
797644 16.56 0.35 245.368726 15.643415
1254557 16.57 0.37 167.328398 5.005871
853213 16.57 0.35 196.556937 16.782764
1281874 16.57 0.32 222.807469 34.980499
730460 16.57 0.34 239.782742 31.925423
831878 16.58 0.38 185.414959 28.251897
587499 16.58 0.34 165.636027 2.985569
1244113 16.58 0.33 140.448558 53.060849
1298948 16.58 0.41 193.033431 19.239954
1298777 16.58 0.46 192.951555 18.868391
563226 16.58 0.31 174.221093 -2.774764
692376 16.60 0.38 247.185859 33.076231
828968 16.60 0.37 158.981652 22.651026
859286 16.60 0.35 198.148956 18.088914
657787 16.61 0.29 131.125245 42.213630
689043 16.61 0.43 244.182712 35.171847
879659 16.61 0.38 191.912926 -10.469175
1296695 16.61 0.35 242.823142 34.888964
803302 16.61 0.44 243.709648 14.899648
611374 16.62 0.36 167.572706 2.661788
707105 16.62 0.24 165.803892 8.875032
706970 16.62 0.39 175.439487 8.951947
1276790 16.63 0.31 192.416084 6.349706
1269135 16.63 0.14 177.446781 11.614218
723106 16.64 0.21 151.534789 10.299514
825971 16.64 0.46 185.254687 26.535413
733324 16.64 0.35 253.688535 21.475729
691524 16.64 0.37 150.527784 7.025482
829048 16.66 0.31 165.150068 23.959431
716687 16.66 0.38 131.227892 29.562217
1304336 16.66 0.50 150.828828 41.559061
618528 16.66 0.36 159.481346 -0.827253
726457 16.66 0.33 221.831742 42.886459
774141 16.66 0.37 131.386985 23.698066
559638 16.66 0.37 212.176514 0.544419
881057 16.67 0.32 258.878671 32.837297
586483 16.67 0.45 256.501614 38.046152
557456 16.67 0.40 192.310618 -0.823721
778768 16.67 0.37 240.803354 22.625648
737055 16.67 0.30 255.384874 22.693022
733004 16.67 0.39 206.101614 7.666218
1278552 16.67 0.36 195.900712 7.776937
706856 16.68 0.30 158.306732 9.769001
1250074 16.68 0.32 173.839215 4.388725
842504 16.68 0.16 142.068544 17.407381
838521 16.68 0.32 178.640935 23.509912
686916 16.68 0.35 172.645268 10.786892
842645 16.69 0.19 164.787246 21.804789
779898 16.69 0.40 147.919501 30.930006
2 16.69 0.41 236.521389 -0.446601
839699 16.69 0.32 210.973573 19.725695
679831 16.69 0.33 233.048941 39.403451
866280 16.70 0.43 142.161612 15.149093
712805 16.70 0.31 126.595759 28.401268
562239 16.70 0.50 187.660001 -2.971767
880301 16.70 0.40 214.351374 -15.441876
561214 16.71 0.29 192.417214 1.045937
701295 16.71 0.39 258.412162 22.092947
826601 16.71 0.21 179.791452 28.383748
608361 16.71 0.40 139.706780 3.668342
850459 16.71 0.29 213.018897 14.627289
1286604 16.72 0.33 249.588543 20.386615
801344 16.73 0.41 245.475463 12.315705
605171 16.73 0.47 120.124544 40.656625
750153 16.73 0.41 237.867426 31.466982
718939 16.73 0.40 131.032052 30.746485
1285078 16.74 0.40 191.872588 39.467860
701829 16.74 0.47 227.464615 48.387016
692839 16.75 0.45 223.055458 48.480108
706499 16.75 0.35 152.020562 7.793584
1243867 16.75 0.43 132.287671 48.002256
843745 16.76 0.35 180.833110 23.422943
669231 16.76 0.33 154.702321 44.730993
684229 16.76 0.35 144.261029 6.267271
731730 16.76 0.31 231.195529 8.849112
797229 16.76 0.35 219.387906 24.708621
879765 16.77 0.33 191.361904 -13.008915
623152 16.77 0.45 227.357765 61.304679
732473 16.77 0.40 205.289373 12.709607
832409 16.77 0.29 188.937461 24.814942
735506 16.77 0.38 233.954561 4.899916
683924 16.77 0.35 185.232406 10.548447
742735 16.78 0.40 225.227240 12.024247
585065 16.79 0.33 230.916883 1.143304
1277406 16.79 0.47 182.464062 7.622182
787706 16.79 0.30 241.384421 21.308644
764463 16.79 0.39 154.822782 12.165174
1241937 16.79 0.43 183.739752 4.223231
745377 16.79 0.44 225.897030 10.996997
799869 16.80 0.49 238.948298 17.703675
571374 16.80 0.35 160.464452 -3.084390
631372 16.80 0.38 250.817978 37.139487
634620 16.81 0.39 203.572829 -1.974504
707937 16.81 0.51 165.283452 10.555826
682844 16.81 0.33 139.157249 7.190307
683619 16.81 0.37 150.432961 8.698365
682527 16.81 0.32 182.317191 9.717653
744094 16.82 0.37 221.338099 34.037399
814668 16.83 0.38 175.271035 28.989261
860732 16.83 0.46 186.078407 17.881382
566553 16.84 0.31 182.587477 -2.742812
603238 16.85 0.52 184.528790 65.021700
1291745 16.86 0.37 247.640602 26.867902
1235716 16.86 0.45 134.984790 53.163613
1309827 16.87 0.35 236.025039 0.763517
668308 16.87 0.36 127.159308 34.101014
559160 16.87 0.44 208.800734 0.111887
695086 16.87 0.32 148.949841 7.330483
585407 16.88 0.41 214.976632 2.090816
785237 16.89 0.42 200.304233 34.356684
1260744 16.89 0.39 167.467744 50.845844
832625 16.89 0.36 174.887923 25.441233
559260 16.90 0.43 217.482267 0.184488
627298 16.90 0.44 196.852378 58.299441
1306886 16.91 0.35 212.626997 -0.844884
747797 16.91 0.46 256.625511 17.685048
947312 16.91 0.31 170.802147 -0.811797
835646 16.92 0.38 148.936987 18.385469
1291392 16.92 0.37 253.505172 21.235214
557735 16.92 0.35 184.679367 -0.710717
1276124 16.93 0.44 184.694212 12.775353
779971 16.93 0.41 138.277981 27.553928
851136 16.93 0.43 223.809097 13.762097
872094 16.93 0.38 191.836891 -9.836296
832424 16.94 0.32 194.159605 24.588480
1254525 16.95 0.44 162.685249 4.854372
722198 16.95 0.50 191.513329 14.994304
784494 16.95 0.41 212.670558 31.781028
794037 16.95 0.34 154.606908 29.040944
881901 16.95 0.44 259.124477 34.974059
1310050 16.95 0.41 201.965559 1.142559
827227 16.96 0.45 140.592923 19.790917
826707 16.97 0.39 200.164504 27.569744
800784 16.97 0.42 218.264710 20.674078
562814 16.97 0.36 162.174984 -1.231725
947459 16.98 0.33 181.212490 -0.351844
822580 16.98 0.34 162.010728 24.519993
736626 16.99 0.47 255.115003 22.111319
860457 16.99 0.42 165.439337 16.039175
859216 16.99 0.49 187.105596 18.536341
764701 16.99 0.25 165.107265 13.593114
1278457 17.00 0.30 182.845996 7.892036
566272 17.00 0.40 183.850814 -3.645279
828662 17.00 0.40 179.046349 27.700043
852896 17.01 0.40 246.557802 13.181700
1270503 17.01 0.40 194.142173 12.910308
772248 17.02 0.37 132.159355 9.854199
854828 17.02 0.38 189.438012 20.378336
1269040 17.03 0.45 166.929367 11.253227
855466 17.03 0.38 213.137465 14.793223
1299011 17.04 0.41 175.418168 19.685946
710123 17.04 0.35 131.033605 33.235816
779237 17.05 0.33 156.275846 30.602506
821217 17.05 0.41 129.569947 18.456843
837976 17.05 0.37 145.894779 20.519631
1286823 17.05 0.52 183.356671 40.969425
847783 17.05 0.33 145.795883 16.164901
743367 17.05 0.45 226.321266 11.458870
721260 17.05 0.42 167.782597 13.936542
1275830 17.06 0.26 155.354909 11.313365
758131 17.06 0.43 121.015975 52.371619
1277614 17.06 0.38 210.903358 6.940533
842649 17.06 0.39 165.027005 21.705452
837960 17.07 0.36 143.344638 19.793322
1306197 17.08 0.46 194.857750 47.474032
878069 17.08 0.38 190.931262 -11.896369
1291516 17.09 0.33 229.446210 37.941771
563440 17.10 0.33 175.597897 -1.939341
1288827 17.10 0.48 240.653699 36.201877
834855 17.11 0.42 197.141705 21.131626
694791 17.13 0.46 241.106960 43.763961
632983 17.13 0.43 210.546384 -3.020767
772273 17.14 0.42 180.413607 13.957071
793943 17.14 0.48 157.828762 29.520393
1306579 17.16 0.40 157.917142 -0.861079
657786 17.16 0.36 131.020252 42.230127
841162 17.18 0.41 184.623042 22.198584
1307875 17.18 0.35 173.955622 -0.520630
692517 17.19 0.50 252.568240 28.167413
611486 17.20 0.42 157.699597 2.962093
1280086 17.20 0.34 215.058107 11.576457
1309854 17.21 0.26 167.544940 1.125784
1276412 17.22 0.28 188.269503 11.607996
1307833 17.22 0.36 165.725050 -0.570794
1309331 17.23 0.35 180.199752 0.769723
611377 17.24 0.33 168.059696 2.707004
1254601 17.24 0.42 176.840366 5.215875
1269978 17.25 0.53 189.256195 11.234436
584212 17.25 0.41 188.969836 1.584824
1309908 17.25 0.38 179.119200 1.206641
1275209 17.26 0.36 191.490960 12.338160
631081 17.26 0.59 235.100227 55.240870
865537 17.27 0.39 143.548977 14.853878
853522 17.29 0.53 169.184369 18.596245
565978 17.30 0.56 183.876245 -1.782875
557602 17.30 0.35 183.730157 -1.120147
793130 17.31 0.45 225.932368 23.490824
683632 17.32 0.43 151.514175 8.896770
566628 17.38 0.42 172.189535 -2.266827
782185 17.40 0.38 188.250915 34.492155
859265 17.41 0.50 195.038378 18.092879
716284 17.41 0.36 155.558039 11.355404
873618 17.46 0.42 150.963156 15.107681
676596 17.49 0.40 123.920981 29.825357
